A410,BSS,1011.5040,1216.5480,22.6500
A408,,1024.1520,1238.0270,23.2330
A409010,,1016.9070,1213.6120,22.6680
A409011,,1041.7690,1223.6250,23.5680
A409012,,1047.8980,1214.3970,21.4960
A409013,,1050.0300,1232.7510,23.9740
A409014,,1046.2800,1240.9720,23.7520
A409015,,1044.3660,1250.5190,22.8070
A409016,,1044.0050,1259.5350,21.2990
A409017,,1036.3510,1248.2600,22.9180
A408C,,1024.1610,1238.0500,23.2380
A410C,,1011.5020,1216.5580,22.6070
A410,BSS,1011.4870,1216.5090,22.6250
A410,BSS,1011.5020,1216.5440,22.6270
A409C2,,1045.1800,1231.8170,24.0750
A408018,,1009.9760,1240.2740,21.2540
A408019,,1020.4100,1249.8340,21.4100
A408020,,1024.4540,1257.9350,20.5120
A408021,,1027.0540,1268.6300,19.1720
A408022,,1019.6460,1265.5410,19.0920
A407C2,,1003.5310,1260.7220,18.1730
A410C2,,1011.4910,1216.5580,22.6270
