A401,BSS,1202.4390,1421.1200,10.3490
A402,,1085.6190,1428.0970,10.6680
A404,,1014.4290,1410.6530,13.8890
A403001,,1009.3410,1428.7290,12.2150
A403002,,1013.2820,1427.7440,12.3430
A403003,,1003.2250,1418.7650,12.8010
A403004,,996.6240,1434.0290,11.6570
A403005,,987.0510,1432.9040,11.5760
A403006,,975.7610,1445.0170,11.0030
A403007,,975.6010,1446.4770,10.8260
A403008,,975.3950,1453.4360,10.8140
A403009,,978.1850,1453.8920,11.0000
A403010,,980.0120,1453.5430,10.9420
A403011,,976.5830,1445.7770,11.0620
A403012,,987.6210,1451.9080,10.9710
A403013,,990.1900,1451.2130,11.0590
A403014,,975.4430,1455.9290,11.1230
A403015,,999.7770,1459.0370,15.3070
A403016,,1021.7470,1456.0330,15.8370
A403017,,1041.3060,1454.6790,16.6890
A403018,,1066.7750,1438.0320,10.8310
A403019,,1118.0000,1431.5420,10.7770
A403020,,1100.1020,1435.3410,10.7700
A403021,,1099.2920,1433.1690,10.6220
A403022,,1098.0780,1429.8850,10.6760
A403023,,1097.2220,1426.3420,10.6170
A403024,,1096.1430,1424.1980,10.7420
A403025,,1018.8460,1434.6350,10.9630
A403026,,1019.1600,1436.7700,10.8560
A403027,,1020.7980,1443.9200,10.8260
A403028,,1020.7880,1446.0980,11.0030
A403029,,1015.7910,1445.6690,10.9710
A403030,,1050.3830,1440.2420,10.8360
A403031,,1081.9640,1418.1380,11.4000
A403032,,1081.6540,1415.2830,11.9780
A403033,,1014.8140,1430.0640,11.6290
A403034,,1020.2840,1434.3600,10.9580
A403035,,984.3770,1451.6940,10.7920
A403036,,989.1030,1451.9460,10.9940
A403037,,1005.1770,1446.8080,10.8310
A403038,,1004.2960,1441.6830,10.8420
A403039,,1004.2150,1440.5350,10.8310
A403040,,1004.3410,1432.9430,11.5120
A403041,,1025.7520,1443.5590,10.9670
A403042,,1035.1510,1441.2620,10.8120
A403043,,1034.8560,1437.9840,10.8580
A403044,,1034.3910,1434.8040,10.8280
A403045,,1048.5320,1441.0100,10.8960
A403046,,1066.7990,1438.0310,10.8280
A403047,,1066.1140,1437.2460,10.6970
A403048,,1065.1960,1433.7130,10.7360
A403049,,1064.7790,1430.7980,10.7080
A403050,,1060.2940,1429.6270,10.8610
A403051,,1078.2440,1427.8200,10.7950
A403052,,1095.3730,1433.4350,10.6070
A403053,,1094.7520,1430.0400,10.6810
A403054,,1094.3150,1427.0060,10.6120
A403055,,1109.5490,1425.1560,10.6690
A403056,,1101.8000,1434.0280,10.7730
A403057,,1126.0280,1431.7720,10.6920
A403058,,1124.8870,1433.0790,10.6580
A403059,,1125.5060,1429.4650,10.5090
A403060,,1124.5470,1426.1340,10.5590
A403061,,1124.2980,1423.2260,10.5160
A403062,,1153.7700,1419.4370,10.4090
A403063,,1154.1450,1422.8660,10.4560
A403064,,1154.7370,1425.7680,10.4040
A403065,,1184.8200,1421.9160,10.3670
A403066,,1183.9330,1418.9920,10.3950
A403067,,1184.0970,1415.5720,10.3390
A403068,,1179.6530,1417.4260,10.5140
A401C,,1202.4410,1421.1350,10.3520
A402C,,1085.6320,1428.1060,10.6730
