S4001,,1316.4780,1263.6150,10.3440
S4002,,1316.4650,1265.1600,10.3470
S4003,,1310.9200,1265.4450,10.2990
S4004,,1311.3910,1266.8370,10.3060
S4005,,1305.3270,1268.4220,10.3350
S4006,,1304.5410,1270.5270,10.3190
S4007,,1304.6660,1265.8990,10.3340
S4008,,1297.9200,1265.9540,10.3830
S4009,,1297.3750,1267.3430,10.3830
S4010,,1293.7170,1263.8530,10.3820
S4011,,1292.8400,1265.0680,10.3620
S4012,,1287.4170,1261.7640,10.3150
S4013,,1287.0740,1263.1870,10.3050
S4014,,1282.3740,1261.8890,10.3020
S4015,,1282.7740,1263.2840,10.3050
S4016,,1279.7080,1263.3110,10.3330
S4017,,1279.6810,1265.1420,10.3210
S4018,,1277.8540,1263.4200,10.3320
S4019,,1276.7800,1262.2190,10.3270
S4020,,1276.7710,1260.7700,10.3150
S4021,,1278.0570,1259.4360,10.3080
S4022,,1279.9450,1258.0740,10.3030
S4023,,1281.9950,1256.3660,10.2680
S4024,,1279.2860,1256.3180,10.2740
S4025,,1277.7450,1257.8060,10.3060
S4026,,1276.2580,1258.9960,10.3160
S4027,,1275.2230,1260.7990,10.3140
S4028,,1275.0720,1264.0290,10.3310
S4029,,1274.8810,1267.2050,10.2990
S4030,,1273.4890,1269.0760,10.2540
S4031,,1268.3690,1269.7500,10.2670
S4032,,1267.4410,1271.2320,10.2550
S4033,,1266.5070,1267.2680,10.2770
S4034,,1263.8240,1265.4950,10.2540
S4035,,1261.8020,1265.3160,10.2480
S4036,,1259.7400,1265.7120,10.2390
S4037,,1258.2220,1265.4940,10.2300
S4038,,1258.1950,1268.2010,10.2150
S4039,,1260.3380,1267.0940,10.2580
S4040,,1262.7500,1266.7670,10.2430
S4041,,1265.1870,1267.9940,10.2520
S4042,,1275.2530,1272.0750,10.2560
S4043,,1277.7480,1273.8350,10.2440
S4044,,1278.9160,1276.7880,10.2610
S4045,,1279.1460,1282.3480,10.2600
S4046,,1279.2290,1280.5520,10.2570
S4047,,1281.6520,1282.3630,10.2690
S4048,,1280.9540,1280.7240,10.2670
S4049,,1280.2300,1275.9680,10.2590
S4050,,1278.9140,1273.0990,10.2600
S4051,,1277.1780,1270.7240,10.2540
S4052,,1276.7170,1268.5530,10.2750
S4053,,1279.2730,1265.4660,10.3170
S4054,,1263.5490,1261.2460,10.1810
S4055,,1263.5850,1256.2990,10.1880
S4056,,1263.3520,1277.7480,10.1210
S4057,,1263.2680,1282.7410,10.2110
S4058,,1271.4580,1272.3410,10.2740
S4059,,1300.5750,1266.1830,10.3640
S4060,,1306.6950,1278.2430,10.1430
S4061,,1301.7600,1278.8880,10.2080
S4062,,1285.5170,1278.6450,10.2010
S4063,,1269.4410,1278.4650,10.1650
S4064,,1269.4550,1260.6420,10.2400
S4065,,1285.7480,1260.7960,10.2470
S4066,,1313.5080,1261.2140,10.2630
S4067,,1312.9250,1283.3490,10.6610
S4068,,1313.0900,1278.3900,10.1920
A101C,,1341.4130,1195.3880,10.3570
