A408,BSS,1024.1550,1238.0360,23.2450
A405,,1009.1120,1345.8070,15.8300
NONAME,,1009.8580,1279.5760,17.0640
A407001,,1003.9120,1279.5000,15.4830
A407002,,1007.8980,1277.6700,16.3950
A407003,,1013.7220,1278.7290,16.8310
A407004,,1031.5830,1278.3580,17.9940
A407005,,1033.7890,1270.6710,19.1650
A407006,,1049.2810,1270.2580,19.5400
A407007,,1013.4600,1281.4210,16.0030
A407008,,1013.7430,1298.8440,15.7580
A407009,,1006.3950,1294.4120,15.3240
A407010,,1000.4760,1291.4260,13.7970
A407011,,1002.4020,1294.9910,13.6720
A407012,,997.0520,1289.5980,13.4620
A407013,,1004.1890,1283.2140,16.0760
A407014,,1009.0370,1279.8080,15.6290
A407015,,1007.2300,1276.1300,16.0270
A407016,,999.7980,1276.2890,15.1640
A407017,,992.7080,1286.2590,13.1110
A408C,,1024.1560,1238.0910,23.2330
A405C,,1009.1150,1345.7900,15.8300
