A415,BSS,983.2890,1123.6720,6.5040
A413,,971.2520,1179.6780,9.7690
A414001,,981.7380,1129.3030,6.7550
A414002,,974.1020,1141.3980,7.5750
A414003,,978.8870,1142.0150,7.4910
A414004,,968.2850,1152.4390,8.1470
A414005,,964.0610,1162.9310,8.6140
A414006,,968.1290,1164.5970,8.6370
A414007,,959.9000,1182.7020,8.8130
A414008,,986.6610,1137.0560,8.3290
A414009,,982.4020,1149.7760,9.0700
A414010,,993.7650,1139.6290,8.5610
A414011,,988.4710,1144.9140,9.1890
A414012,,987.4910,1173.8030,14.1950
A414013,,992.7590,1180.3510,16.5070
A414014,,997.5520,1186.7200,18.0690
A414015,,983.7300,1169.5200,12.3500
A414016,,978.2040,1162.0660,9.4480
A414017,,975.6980,1173.0160,9.8180
A414018,,956.0620,1183.0160,8.8920
A414019,,956.6200,1140.6220,8.8310
A414020,,956.6720,1134.1490,8.1920
A414021,,964.8580,1132.0090,8.3360
A414022,,973.1140,1130.3210,7.7550
A414023,,963.9770,1129.0230,7.0820
A414024,,964.5700,1138.5340,8.9650
A414025,,967.1680,1148.5240,8.6510
A414026,,961.3600,1160.0400,8.8480
A415C,,983.2530,1123.6400,6.4960
A413C,,971.2500,1179.6930,9.7670
A414,BSS,972.1100,1154.8490,8.3180
A412C,,984.9350,1193.0640,14.5330
A413027,,992.5140,1178.9770,16.4260
A413028,,985.6620,1180.5550,13.8270
A413029,,975.4890,1187.3340,10.5820
A413030,,967.1030,1199.5630,9.5070
A413031,,964.5610,1210.4290,9.1150
A413032,,960.1950,1230.3700,8.8880
A413033,,955.4880,1230.1650,8.8400
A413034,,958.7480,1216.9300,8.8140
A413035,,963.2640,1211.1450,8.8290
A413036,,964.0310,1187.5550,8.7740
A412C2,,984.9900,1193.0900,14.5400
A414C,,972.1120,1154.8270,8.3210
