A410,,1011.4870,1216.5450,22.6180
A412,,984.9190,1193.0850,14.5230
A411037,,996.4100,1192.7750,18.2980
A411038,,995.4600,1208.7120,18.6790
A411039,,1007.4400,1222.3620,21.7320
A411040,,998.4130,1228.5490,19.1210
A411041,,1005.0520,1240.0490,20.2220
A411042,,1009.8130,1252.0530,19.9190
A411043,,980.5650,1220.6690,14.1300
A411044,,973.2910,1234.4990,12.2620
A411045,,969.9140,1232.0730,11.1410
A411046,,963.1790,1229.1200,9.0170
A411047,,964.7360,1230.6730,9.2860
A411048,,971.6960,1221.2120,11.8330
A411049,,975.7020,1199.7950,11.7900
A411050,,1004.8840,1195.3810,20.3960
A411051,,1004.9980,1187.9870,19.4860
A410C,,1011.5140,1216.5130,22.6190
A412C,,984.9630,1193.0990,14.5290
