22,BSS,1476.1030,1198.3120,13.0270
A306,,1397.6280,1410.7470,14.0270
A307,,1469.4670,1427.1060,13.8570
A204001,,1440.5930,1401.6890,14.1580
A204002,,1442.5930,1401.7150,14.1730
A204003,,1369.6500,1422.0880,13.8280
A204004,,1399.6250,1422.4350,13.9850
A204005,,1429.4870,1422.8110,13.9540
A204006,,1443.8790,1423.0250,13.1130
A204007,,1449.7040,1423.1370,13.1820
A204008,,1455.5170,1423.1760,13.2160
A204009,,1459.9620,1422.9360,13.4370
A204010,,1459.3910,1423.1240,17.1950
A204011,,1459.0090,1422.5390,13.8620
A204012,,1464.1000,1423.3640,13.8650
A204013,,1468.0340,1425.7110,13.8120
A204014,,1470.5410,1430.2190,13.8630
A204015,,1471.3170,1433.8350,13.8110
A204016,,1471.0720,1455.1180,13.7340
A204017,,1480.0360,1455.4800,13.7250
A204018,,1480.2760,1433.6950,13.8050
A204019,,1479.5920,1405.4330,13.8070
A204020,,1472.6460,1406.0950,13.8550
A204021,,1470.7180,1410.7940,13.8700
A204022,,1469.0080,1412.4900,13.8910
A204023,,1466.0430,1413.5070,13.8720
A204024,,1464.4790,1413.5980,13.8610
A204025,,1469.1360,1410.8590,13.9930
A204026,,1469.2560,1402.0320,14.1480
A204027,,1470.4560,1402.0570,14.1340
A204028,,1470.3660,1410.6900,13.9860
A204029,,1472.6460,1402.0670,13.8350
A204030,,1468.8930,1399.0050,14.3320
A204031,,1469.0360,1385.1410,14.3530
A204032,,1472.9180,1379.6430,13.8810
A204033,,1472.9530,1376.2640,13.8800
A204034,,1473.1710,1359.7870,13.7830
A204035,,1473.2080,1355.6390,13.7750
A204036,,1469.4230,1352.5060,14.3310
A204037,,1470.6900,1351.8720,14.3200
A204038,,1475.2000,1351.4340,13.7600
A204039,,1473.5520,1355.9590,13.7630
A204040,,1477.2060,1358.2690,13.8230
A204041,,1479.8070,1356.7160,13.7560
A204042,,1473.8450,1381.9740,13.8920
A204043,,1469.5420,1386.6100,14.3470
A204044,,1473.2300,1386.8490,13.9170
A204045,,1476.8710,1388.2540,13.9460
A204046,,1479.4810,1387.2890,13.8670
A204047,,1478.3680,1392.9200,13.9070
A204048,,1469.3360,1397.8150,14.3470
A204049,,1474.6760,1402.8720,13.8350
A204050,,1473.5910,1408.2650,13.8620
A204051,,1479.3650,1406.4630,13.8180
A204052,,1462.4060,1411.6780,13.1310
A204053,,1460.8540,1412.5140,14.0160
A204054,,1477.0140,1419.2660,13.9870
A204055,,1478.8750,1421.3490,13.9480
A204056,,1468.5400,1425.8000,13.8310
A204057,,1466.2160,1425.0210,13.9250
A204058,,1464.7210,1423.6660,13.8810
A204059,,1465.7690,1425.8770,13.9850
A204060,,1467.3720,1428.9170,14.0270
A204061,,1468.5120,1434.1230,13.9990
A204062,,1464.0410,1429.8920,14.6630
A204063,,1461.3720,1432.6200,15.9280
A204064,,1461.6210,1448.6030,15.5290
A204065,,1469.8190,1430.6780,14.0080
A204066,,1471.4930,1448.9380,13.7540
A204067,,1476.5290,1451.0330,13.7980
A204068,,1479.7370,1450.1900,13.7450
A204069,,1478.4590,1453.0720,13.7630
A204070,,1479.4990,1471.3480,13.6820
A204071,,1478.3010,1474.0410,13.7010
A204072,,1476.3130,1472.0400,13.7430
A204073,,1471.2530,1469.9890,13.6980
A204074,,1470.3600,1465.3730,13.8560
A204075,,1469.9780,1481.9570,13.8240
A204076,,1466.2270,1492.7970,13.7690
A204077,,1467.8380,1469.2170,13.8880
A307C,,1469.4780,1427.1180,13.8590
A306C,,1397.6140,1410.7510,14.0330
