E401041,,1247.6050,1026.3860,8.5540
E401042,,1258.5270,1020.3210,8.5630
E401043,,1270.9350,1015.8310,8.5700
E506045,,1096.0340,835.7300,10.9040
E506046,,1101.4650,841.4080,12.0760
E506047,,1102.6860,845.6700,12.3420
E506048,,1113.9810,836.7230,13.2060
E506049,,1112.5460,844.5570,13.2040
E604043,,1175.4950,893.5670,13.8000
E604044,,1179.4160,892.5670,15.5750
E604045,,1175.6100,910.2000,11.4880
E604046,,1188.4770,981.9990,11.5740
E604047,,1188.5890,993.9030,11.5090
E604048,,1190.0780,1011.3750,11.7780
E604049,,1180.0740,1011.9370,10.6900
E604050,,1185.5780,1034.1060,11.1120
E604017,,1175.8700,1054.7480,10.6170
E604018,,1175.9670,1046.9770,10.6640
E604019,,1180.5200,1046.8340,10.7920
E604020,,1180.4340,1044.1410,10.8580
E604021,,1190.5820,1044.1150,11.0890
E604022,,1187.4910,1050.5550,10.9440
E604023,,1190.5040,1050.5590,11.1200
E604007,,1099.7100,863.8870,10.6590
E604008,,1125.5120,864.6490,10.6340
E604012,,1145.8980,871.2310,10.6870
E604013,,1161.2680,883.0690,10.6730
E604014,,1170.1860,899.7690,11.0120
E604015,,1172.0530,952.6330,10.6430
E604016,,1177.3390,952.8410,10.6710
E605005,,1215.7680,1043.2550,11.4380
E605006,,1217.4040,1038.4680,11.7210
E605007,,1209.6670,1041.9720,12.1780
E605008,,1207.2790,1032.1540,12.6400
E605009,,1205.7830,1025.9130,12.8370
E605010,,1195.3090,1034.6260,12.2680
E605011,,1194.5780,1042.6910,11.7990
E605012,,1202.4040,1054.5020,11.8560
E605013,,1206.9170,1061.2480,11.4290
E605014,,1203.3080,1062.6440,11.7380
E605001,,1198.2880,1046.0290,11.3210
E605002,,1198.3080,1050.1510,11.3370
E607001,,1224.1790,1031.8930,11.2960
E607002,,1229.6590,1035.8380,8.5880
E607003,,1227.9200,1037.4960,8.5870
E607004,,1223.9090,1025.3870,12.1090
E607005,,1226.3490,1025.7200,12.0820
E607006,,1225.2260,1020.8710,12.4240
E607007,,1227.3720,1021.6800,12.3670
E607008,,1228.0050,1014.7720,12.6800
E607009,,1230.1620,1015.8620,12.6640
E607010,,1238.4370,995.1320,12.9580
E607011,,1240.4640,996.5190,12.9360
E607012,,1241.6000,990.2590,13.8890
E607013,,1243.5570,991.7160,13.7630
E607014,,1246.9500,984.4660,15.0510
E607015,,1249.4360,984.6860,15.0830
E607016,,1250.7960,981.6090,15.5770
E607017,,1248.4510,981.1570,15.6570
E607018,,1227.2630,1024.2600,12.0230
E607019,,1242.4560,1011.3370,12.5610
E607020,,1242.7850,995.2890,12.9220
E607021,,1260.3930,997.6520,12.7720
E607022,,1253.2600,981.6760,15.1740
E607023,,1243.0100,1016.0760,11.2390
E607024,,1236.2670,1021.5690,10.9160
E607025,,1251.2780,1012.0840,11.0760
E607026,,1257.8480,1008.8470,11.2150
E607027,,1237.3730,1025.7860,9.3160
E607028,,1244.4130,1020.6710,9.5210
E607029,,1267.0960,999.6010,12.1540
E607030,,1271.1450,1005.9670,10.3650
E607031,,1233.5240,990.6900,13.1810
E607032,,1218.9790,983.4670,13.1460
E607033,,1220.3310,1015.3260,12.8310
E607034,,1217.8910,1028.4090,12.2730
E607035,,1212.2150,1026.1620,12.8820
E608024,,1253.1780,970.0690,18.0310
E608025,,1252.6280,959.4260,20.5450
E608026,,1262.0360,975.5770,16.2950
E608027,,1278.8450,983.4610,13.3810
E608028,,1286.9850,988.8710,12.4310
E608029,,1299.3290,996.7410,10.2870
E608030,,1240.0080,956.6770,21.4160
E608031,,1233.5020,961.1030,19.7440
E608032,,1237.9600,968.2180,18.5890
E608033,,1243.3750,951.0660,22.7670
E608012,,1254.4470,951.9710,21.8200
E608013,,1257.5400,954.0650,21.1630
E608021,,1291.4960,985.1570,12.4810
E608008,,1249.0360,938.9840,24.3960
E608010,,1254.0640,939.1940,24.1000
E609022,,1257.8150,907.0170,27.1190
E609023,,1255.5190,906.3850,27.1820
E609024,,1245.5310,943.1750,24.1240
E609025,,1234.4300,942.8400,23.1710
E609026,,1235.5760,926.1190,24.8050
E609027,,1245.3530,909.3470,27.2560
E609028,,1228.1360,905.4450,26.1250
E609029,,1237.1230,896.6260,28.3100
E609030,,1219.2620,895.5560,25.6870
E609031,,1238.0140,881.2970,29.3670
E609032,,1220.6610,883.5830,27.4380
E609033,,1226.7130,872.3470,29.1400
E609034,,1214.1620,870.4700,26.8950
E609035,,1204.2640,854.3430,26.8990
E609036,,1236.5630,874.2260,29.4920
E609037,,1261.9590,929.6640,24.0050
E609038,,1259.9100,941.5680,22.9180
E610014,,1253.8510,903.4190,27.6020
E610015,,1257.7280,894.3530,27.3410
E610016,,1251.6360,882.9090,28.7580
E610017,,1260.0610,881.4220,27.0150
E610018,,1242.4960,872.0670,29.3320
E610019,,1256.4170,870.4400,27.1410
E610020,,1264.3800,871.1170,25.3150
E610021,,1270.1650,870.0100,23.7520
E611035,,1351.9450,861.0340,9.3740
E611036,,1366.7000,859.2960,9.2090
E611037,,1349.6470,883.2410,11.8290
E611038,,1338.8310,882.5510,10.7040
E611039,,1328.4910,882.7560,10.2340
E611040,,1324.4880,878.5770,8.9440
E611041,,1322.8390,846.1570,8.8680
E611042,,1317.5950,846.7540,10.4630
E611043,,1310.9940,882.1350,12.2170
E611044,,1311.3320,894.0840,13.2320
E611045,,1311.6940,906.0960,14.3480
E611046,,1303.1410,880.0550,13.8730
E611047,,1296.4630,877.0860,15.9730
E611048,,1290.2650,881.1730,18.3990
E611049,,1286.7520,892.1380,19.6080
E611050,,1303.7460,887.1770,14.2330
E611051,,1295.6990,898.0720,17.0680
E611052,,1305.2990,900.9650,15.0670
E611053,,1321.1100,893.8350,12.3690
E611054,,1329.7960,899.8110,13.8570
E611055,,1328.1150,891.5890,12.2750
E612008,,1309.9180,929.4910,13.0130
E612009,,1311.7380,929.5790,12.8740
E612010,,1309.3420,953.4660,11.0840
E612011,,1311.1680,953.2900,11.0820
E612012,,1311.1610,989.2630,10.3450
E612013,,1312.9820,989.3980,10.1400
E612014,,1333.7600,927.0470,11.3370
E612015,,1333.6760,928.7200,11.2700
E612016,,1353.9440,927.4250,10.2020
E612018,,1326.2970,909.3770,14.2690
E612019,,1347.6160,918.5970,11.1240
E612020,,1320.8290,923.1290,12.4970
E612021,,1355.1840,924.0590,10.1030
E612022,,1343.0970,901.4140,13.7080
E612023,,1351.3930,934.0640,9.9560
E612024,,1322.6710,982.2600,9.8440
E612025,,1345.7250,949.9690,9.5640
E612026,,1320.2860,942.8460,10.7420
E612027,,1317.4490,966.8470,10.2880
E612028,,1301.3140,970.4150,11.8910
E612029,,1298.9090,959.1520,12.5340
E612030,,1293.2960,953.2580,14.4840
E612031,,1287.6060,962.0520,14.9150
E612032,,1296.9150,935.3030,15.1480
E612033,,1287.5670,935.1660,18.1090
E612034,,1279.4190,943.1040,19.4930
E612035,,1296.3580,913.6240,17.3630
E612036,,1291.4540,905.1540,18.3520
E612037,,1305.4330,911.9250,15.0370
E613001,,1360.7430,929.0490,8.1440
E613002,,1360.0280,930.7330,8.1270
E613003,,1363.3060,920.8650,8.3320
E613004,,1361.8340,913.1440,9.4870
E613005,,1367.1670,908.7300,8.4120
E613006,,1364.9560,900.8630,9.5690
E613007,,1369.7860,891.0090,8.1250
E613008,,1362.9830,894.8010,10.3000
E613009,,1356.5320,887.5410,11.5800
E613014,,1351.6910,939.5350,9.2220
E613015,,1348.0750,952.8910,8.4610
E613016,,1341.6940,958.7910,9.5070
E613017,,1339.3880,970.0330,8.4050
E613018,,1331.5060,972.5930,9.8430
E604037,,1121.4480,868.2470,10.6540
E604040,,1167.3880,904.7530,10.6850
E604026,,1166.2090,1009.7410,10.6870
9,,1200.2980,1100.6290,9.2510
7,,1196.7420,1100.7520,10.4430
E611024,,1356.2000,845.7210,8.0970
E611025,,1363.2840,840.9220,8.0720
E611026,,1369.7390,847.8660,8.1310
E611027,,1371.5140,855.5810,8.1130
E611028,,1370.8630,860.9990,8.0990
E611029,,1333.1600,835.0190,7.9350




1215,,1368.5590,862.3620,8.6060
1216,,1364.0170,861.0440,9.6030
1217,,1365.0710,855.2230,9.3810
1218,,1367.9290,855.1120,8.8350
1221,,1364.0600,844.1240,8.6400
1222,,1361.7790,847.3860,9.1370
1225,,1360.1440,842.9450,8.5100
1226,,1358.1190,848.3200,9.0730
1227,,1355.1150,856.7960,9.3870
1228,,1350.7640,863.1420,9.3920
1229,,1354.7140,867.0930,10.1670
1292,,1353.2830,737.9330,8.1050
1293,,1351.4230,737.5060,8.2450
1294,,1349.4150,736.4570,8.2560
1295,,1347.2570,736.5020,8.1900
1296,,1344.0530,737.2840,8.0420
1297,,1340.5680,739.5000,8.1260
1298,,1337.0690,742.1930,8.0470
1299,,1334.8320,745.7960,8.0670
1300,,1343.2350,739.6530,8.6830
1301,,1345.0080,738.9940,8.7580
1302,,1348.7310,738.8910,8.8500
1303,,1351.0050,740.0550,8.8400
1304,,1352.2940,740.7590,8.8300
1305,,1354.1050,742.6590,8.7660
1306,,1353.3190,745.7490,8.9760
1307,,1351.4350,741.8610,9.1170
1308,,1338.8830,747.7780,8.9660
1309,,1341.1650,743.6810,9.1590
1310,,1338.6200,744.7790,8.7420
1311,,1341.8380,749.5660,9.4930
1312,,1336.2920,767.8210,9.7750
1313,,1336.3780,782.2020,8.6330
1314,,1328.0260,791.6910,9.5080
1315,,1347.4850,761.1970,8.2160
1316,,1336.6470,750.2280,9.0050
1317,,1330.7550,760.6490,8.4100
1318,,1349.9250,756.6140,8.3360
1319,,1326.3320,787.7160,8.8900
1320,,1303.6050,741.3990,8.4770
1321,,1303.0170,741.8740,8.4450
1322,,1304.3280,737.3160,8.4040
1323,,1308.9020,720.9910,9.1770
1324,,1314.7970,717.0860,8.1580
1325,,1307.1560,712.5890,9.7450
1326,,1319.1270,707.5660,8.5840
1327,,1322.9400,703.2720,7.9000
1328,,1299.5840,706.9070,9.9110
1329,,1311.1230,700.4530,9.6720
1330,,1321.1410,698.7480,8.9540
1331,,1323.4620,698.3490,7.9750
1332,,1321.4210,701.3970,8.7360
1333,,1323.4100,696.2550,7.8840
1334,,1317.5680,696.7080,9.3550
1335,,1318.7660,691.9390,8.2690
1336,,1314.1020,689.5630,8.4140
1337,,1314.9690,691.4900,9.2640
1338,,1319.5080,692.9700,8.4680
1339,,1310.5810,692.7070,9.6310
1340,,1321.0750,698.7770,8.9670
1341,,1301.3070,761.9190,8.3260
1342,,1300.8680,762.3540,8.3050
1343,,1292.7020,770.3940,10.7400
1344,,1300.7300,768.7500,8.3750
1345,,1298.0790,777.3050,9.6830
1387,,1340.4420,741.1070,8.6960
1388,,1344.3030,742.1510,9.2160
1389,,1339.7280,746.8560,9.3040
1390,,1341.0520,760.4130,9.6510
1391,,1343.3750,744.9340,9.3650
1392,,1333.3390,773.3250,9.7420
1393,,1334.4580,755.1710,9.0440
1394,,1328.8260,765.7080,8.0320
1395,,1326.6410,784.3870,8.9000
1396,,1355.0950,742.2160,8.5790
1397,,1358.0240,741.4450,9.4470
1398,,1358.0780,741.6150,9.4420
1399,,1356.6060,739.0240,8.5690
1400,,1357.9540,739.8890,9.0660
1401,,1355.7200,740.0720,8.4770
1402,,1324.4460,788.1940,8.1420
1403,,1327.0840,784.5020,9.0260
1404,,1306.5800,687.4840,8.6460
1405,,1304.6740,699.1370,9.7580
1406,,1307.1210,707.0020,9.7570
1407,,1307.1330,710.3400,9.7660
1408,,1316.9540,797.0860,9.4670
1409,,1315.8850,802.4670,11.4420
1410,,1246.1500,689.0760,8.5660
1411,,1252.1950,693.0690,8.8510
1412,,1255.0180,700.0180,8.8790
1413,,1246.3520,694.2810,9.8160
1414,,1250.7030,699.6240,9.9020
1415,,1228.8610,701.4310,11.0290
1416,,1249.0330,698.5600,10.0590
1441,,1298.0260,696.1980,9.4860
1442,,1289.3960,707.0820,8.8270
1443,,1281.5310,730.1130,9.8030
